"Date","PM10 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/06/2013","12","","Gardinier Park","12-057-0083","AQS"
"01/07/2013","13","","Davis Island","12-057-1035","AQS"
"01/08/2013","19","","Davis Island","12-057-1035","AQS"
"01/09/2013","22","","Davis Island","12-057-1035","AQS"
"01/10/2013","24","","County Motorpool","12-103-3004","AQS"
"01/11/2013","19","","Davis Island","12-057-1035","AQS"
"01/12/2013","16","","Davis Island","12-057-1035","AQS"
"01/13/2013","16","","Gardinier Park","12-057-0083","AQS"
"01/14/2013","22","","Gardinier Park","12-057-0083","AQS"
"01/15/2013","20","","Davis Island","12-057-1035","AQS"
"01/16/2013","24","","County Motorpool","12-103-3004","AQS"
"01/17/2013","12","","Gardinier Park","12-057-0083","AQS"
"01/18/2013","14","","Davis Island","12-057-1035","AQS"
"01/19/2013","21","","Davis Island","12-057-1035","AQS"
"01/20/2013","19","","Gardinier Park","12-057-0083","AQS"
"01/21/2013","20","","Gardinier Park","12-057-0083","AQS"
"01/22/2013","20","","Gardinier Park","12-057-0083","AQS"
"01/23/2013","28","","Gardinier Park","12-057-0083","AQS"
"01/24/2013","37","","Gardinier Park","12-057-0083","AQS"
"01/25/2013","28","","Gardinier Park","12-057-0083","AQS"
"01/26/2013","27","","Gardinier Park","12-057-0083","AQS"
"01/27/2013","22","","Davis Island","12-057-1035","AQS"
"01/28/2013","25","","Davis Island","12-057-1035","AQS"
"01/29/2013","24","","Davis Island","12-057-1035","AQS"
"01/30/2013","29","","Gardinier Park","12-057-0083","AQS"
"01/31/2013","19","","Gardinier Park","12-057-0083","AQS"
"02/01/2013","15","","Gardinier Park","12-057-0083","AQS"
"02/02/2013","21","","Gardinier Park","12-057-0083","AQS"
"02/03/2013","21","","Davis Island","12-057-1035","AQS"
"02/04/2013","22","","Gardinier Park","12-057-0083","AQS"
"02/05/2013","33","","Gardinier Park","12-057-0083","AQS"
"02/06/2013","36","","Gardinier Park","12-057-0083","AQS"
"02/07/2013","28","","Davis Island","12-057-1035","AQS"
"02/08/2013","16","","Gardinier Park","12-057-0083","AQS"
"02/09/2013","16","","Davis Island","12-057-1035","AQS"
"02/10/2013","24","","Davis Island","12-057-1035","AQS"
"02/11/2013","25","","Gardinier Park","12-057-0083","AQS"
"02/12/2013","26","","Gardinier Park","12-057-0083","AQS"
"02/13/2013","19","","Gardinier Park","12-057-0083","AQS"
"02/14/2013","12","","Davis Island","12-057-1035","AQS"
"02/15/2013","14","","Gardinier Park","12-057-0083","AQS"
"02/16/2013","16","","Gardinier Park","12-057-0083","AQS"
"02/17/2013","10","","Gardinier Park","12-057-0083","AQS"
"02/18/2013","18","","Davis Island","12-057-1035","AQS"
"02/19/2013","21","","Davis Island","12-057-1035","AQS"
"02/20/2013","19","","Gardinier Park","12-057-0083","AQS"
"02/21/2013","33","","County Motorpool","12-103-3004","AQS"
"02/22/2013","22","","Gardinier Park","12-057-0083","AQS"
"02/23/2013","25","","Gardinier Park","12-057-0083","AQS"
"02/24/2013","23","","Gardinier Park","12-057-0083","AQS"
"02/25/2013","25","","Gardinier Park","12-057-0083","AQS"
"02/26/2013","33","","Davis Island","12-057-1035","AQS"
"02/27/2013","23","","Gardinier Park","12-057-0083","AQS"
"02/28/2013","19","","Gardinier Park","12-057-0083","AQS"
"03/01/2013","15","","Gardinier Park","12-057-0083","AQS"
"03/02/2013","18","","Gardinier Park","12-057-0083","AQS"
"03/03/2013","13","","Gardinier Park","12-057-0083","AQS"
"03/04/2013","19","","Gardinier Park","12-057-0083","AQS"
"03/05/2013","29","","County Motorpool","12-103-3004","AQS"
"03/06/2013","19","","Gardinier Park","12-057-0083","AQS"
"03/07/2013","22","","Gardinier Park","12-057-0083","AQS"
"03/08/2013","36","","Gardinier Park","12-057-0083","AQS"
"03/09/2013","31","","Davis Island","12-057-1035","AQS"
"03/10/2013","22","","Davis Island","12-057-1035","AQS"
"03/11/2013","27","","County Motorpool","12-103-3004","AQS"
"03/12/2013","11","","Gardinier Park","12-057-0083","AQS"
"03/13/2013","13","","Gardinier Park","12-057-0083","AQS"
"03/14/2013","15","","Gardinier Park","12-057-0083","AQS"
"03/15/2013","31","","Davis Island","12-057-1035","AQS"
"03/16/2013","33","","Davis Island","12-057-1035","AQS"
"03/17/2013","23","","County Motorpool","12-103-3004","AQS"
"03/18/2013","25","","Davis Island","12-057-1035","AQS"
"03/19/2013","21","","Gardinier Park","12-057-0083","AQS"
"03/20/2013","21","","Gardinier Park","12-057-0083","AQS"
"03/21/2013","18","","Gardinier Park","12-057-0083","AQS"
"03/22/2013","26","","Davis Island","12-057-1035","AQS"
"03/23/2013","23","","Davis Island","12-057-1035","AQS"
"03/24/2013","25","","Gardinier Park","12-057-0083","AQS"
"03/25/2013","24","","Gardinier Park","12-057-0083","AQS"
"03/26/2013","23","","Gardinier Park","12-057-0083","AQS"
"03/27/2013","18","","Gardinier Park","12-057-0083","AQS"
"03/28/2013","26","","Gardinier Park","12-057-0083","AQS"
"03/29/2013","30","","County Motorpool","12-103-3004","AQS"
"03/30/2013","39","","Gardinier Park","12-057-0083","AQS"
"03/31/2013","29","","Gardinier Park","12-057-0083","AQS"
"04/01/2013","25","","Gardinier Park","12-057-0083","AQS"
"04/02/2013","26","","Gardinier Park","12-057-0083","AQS"
"04/03/2013","30","","Davis Island","12-057-1035","AQS"
"04/04/2013","15","","County Motorpool","12-103-3004","AQS"
"04/05/2013","15","","Gardinier Park","12-057-0083","AQS"
"04/06/2013","12","","Gardinier Park","12-057-0083","AQS"
"04/07/2013","23","","Davis Island","12-057-1035","AQS"
"04/08/2013","22","","Davis Island","12-057-1035","AQS"
"04/09/2013","19","","Davis Island","12-057-1035","AQS"
"04/10/2013","27","","Davis Island","12-057-1035","AQS"
"04/11/2013","23","","Davis Island","12-057-1035","AQS"
"04/12/2013","21","","Gardinier Park","12-057-0083","AQS"
"04/13/2013","24","","Gardinier Park","12-057-0083","AQS"
"04/14/2013","27","","Gardinier Park","12-057-0083","AQS"
"04/15/2013","27","","Gardinier Park","12-057-0083","AQS"
"04/16/2013","24","","County Motorpool","12-103-3004","AQS"
"04/17/2013","19","","Gardinier Park","12-057-0083","AQS"
"04/18/2013","19","","Gardinier Park","12-057-0083","AQS"
"04/19/2013","18","","Davis Island","12-057-1035","AQS"
"04/20/2013","8","","Gardinier Park","12-057-0083","AQS"
"04/21/2013","13","","Davis Island","12-057-1035","AQS"
"04/22/2013","12","","Davis Island","12-057-1035","AQS"
"04/23/2013","22","","Davis Island","12-057-1035","AQS"
"04/24/2013","25","","Gardinier Park","12-057-0083","AQS"
"04/25/2013","30","","Gardinier Park","12-057-0083","AQS"
"04/26/2013","29","","Davis Island","12-057-1035","AQS"
"04/27/2013","20","","Davis Island","12-057-1035","AQS"
"04/28/2013","25","","County Motorpool","12-103-3004","AQS"
"04/29/2013","29","","Gardinier Park","12-057-0083","AQS"
"04/30/2013","14","","Davis Island","12-057-1035","AQS"
"05/01/2013","12","","Gardinier Park","12-057-0083","AQS"
"05/02/2013","11","","Gardinier Park","12-057-0083","AQS"
"05/03/2013","11","","Gardinier Park","12-057-0083","AQS"
"05/04/2013","13","","Gardinier Park","12-057-0083","AQS"
"05/05/2013","18","","Gardinier Park","12-057-0083","AQS"
"05/06/2013","21","","Gardinier Park","12-057-0083","AQS"
"05/07/2013","17","","Gardinier Park","12-057-0083","AQS"
"05/08/2013","23","","Gardinier Park","12-057-0083","AQS"
"05/09/2013","25","","Gardinier Park","12-057-0083","AQS"
"05/10/2013","31","","Gardinier Park","12-057-0083","AQS"
"05/11/2013","25","","Gardinier Park","12-057-0083","AQS"
"05/12/2013","19","","Gardinier Park","12-057-0083","AQS"
"05/13/2013","22","","Gardinier Park","12-057-0083","AQS"
"05/14/2013","23","","Davis Island","12-057-1035","AQS"
"05/15/2013","27","","Davis Island","12-057-1035","AQS"
"05/16/2013","29","","County Motorpool","12-103-3004","AQS"
"05/17/2013","32","","Gardinier Park","12-057-0083","AQS"
"05/18/2013","32","","Gardinier Park","12-057-0083","AQS"
"05/19/2013","28","","Gardinier Park","12-057-0083","AQS"
"05/20/2013","21","","Gardinier Park","12-057-0083","AQS"
"05/21/2013","17","","Gardinier Park","12-057-0083","AQS"
"05/22/2013","17","","County Motorpool","12-103-3004","AQS"
"05/23/2013","20","","Gardinier Park","12-057-0083","AQS"
"05/24/2013","28","","Gardinier Park","12-057-0083","AQS"
"05/25/2013","19","","Gardinier Park","12-057-0083","AQS"
"05/26/2013","15","","Gardinier Park","12-057-0083","AQS"
"05/27/2013","19","","Gardinier Park","12-057-0083","AQS"
"05/28/2013","25","","Davis Island","12-057-1035","AQS"
"05/29/2013","14","","Davis Island","12-057-1035","AQS"
"05/30/2013","20","","Davis Island","12-057-1035","AQS"
"05/31/2013","21","","Davis Island","12-057-1035","AQS"
"06/01/2013","16","","Davis Island","12-057-1035","AQS"
"06/02/2013","15","","Gardinier Park","12-057-0083","AQS"
"06/03/2013","20","","County Motorpool","12-103-3004","AQS"
"06/04/2013","23","","Gardinier Park","12-057-0083","AQS"
"06/05/2013","26","","Davis Island","12-057-1035","AQS"
"06/06/2013","17","","Gardinier Park","12-057-0083","AQS"
"06/07/2013","15","","Gardinier Park","12-057-0083","AQS"
"06/08/2013","18","","Gardinier Park","12-057-0083","AQS"
"06/09/2013","23","","Gardinier Park","12-057-0083","AQS"
"06/10/2013","18","","Gardinier Park","12-057-0083","AQS"
"06/11/2013","22","","Davis Island","12-057-1035","AQS"
"06/12/2013","22","","Davis Island","12-057-1035","AQS"
"06/13/2013","20","","Gardinier Park","12-057-0083","AQS"
"06/14/2013","37","","Gardinier Park","12-057-0083","AQS"
"06/15/2013","33","","Gardinier Park","12-057-0083","AQS"
"06/16/2013","22","","Gardinier Park","12-057-0083","AQS"
"06/17/2013","24","","Gardinier Park","12-057-0083","AQS"
"06/18/2013","34","","Gardinier Park","12-057-0083","AQS"
"06/19/2013","22","","Gardinier Park","12-057-0083","AQS"
"06/20/2013","19","","Gardinier Park","12-057-0083","AQS"
"06/21/2013","26","","County Motorpool","12-103-3004","AQS"
"06/22/2013","33","","Gardinier Park","12-057-0083","AQS"
"06/23/2013","33","","Davis Island","12-057-1035","AQS"
"06/24/2013","20","","Davis Island","12-057-1035","AQS"
"06/25/2013","19","","Davis Island","12-057-1035","AQS"
"06/26/2013","16","","Gardinier Park","12-057-0083","AQS"
"06/27/2013","19","","County Motorpool","12-103-3004","AQS"
"06/28/2013","19","","Gardinier Park","12-057-0083","AQS"
"06/29/2013","17","","Gardinier Park","12-057-0083","AQS"
"06/30/2013","17","","Gardinier Park","12-057-0083","AQS"
"07/01/2013","9","","Gardinier Park","12-057-0083","AQS"
"07/02/2013","18","","Gardinier Park","12-057-0083","AQS"
"07/03/2013","17","","Davis Island","12-057-1035","AQS"
"07/04/2013","18","","Gardinier Park","12-057-0083","AQS"
"07/05/2013","19","","Gardinier Park","12-057-0083","AQS"
"07/06/2013","17","","Gardinier Park","12-057-0083","AQS"
"07/07/2013","14","","Gardinier Park","12-057-0083","AQS"
"07/08/2013","19","","Gardinier Park","12-057-0083","AQS"
"07/09/2013","20","","County Motorpool","12-103-3004","AQS"
"07/10/2013","19","","Gardinier Park","12-057-0083","AQS"
"07/11/2013","12","","Davis Island","12-057-1035","AQS"
"07/12/2013","13","","Gardinier Park","12-057-0083","AQS"
"07/13/2013","13","","Gardinier Park","12-057-0083","AQS"
"07/14/2013","11","","Gardinier Park","12-057-0083","AQS"
"07/15/2013","19","","Gardinier Park","12-057-0083","AQS"
"07/16/2013","14","","Davis Island","12-057-1035","AQS"
"07/17/2013","16","","Davis Island","12-057-1035","AQS"
"07/18/2013","15","","Davis Island","12-057-1035","AQS"
"07/19/2013","15","","Gardinier Park","12-057-0083","AQS"
"07/20/2013","17","","Gardinier Park","12-057-0083","AQS"
"07/21/2013","19","","Gardinier Park","12-057-0083","AQS"
"07/22/2013","32","","Gardinier Park","12-057-0083","AQS"
"07/23/2013","35","","Gardinier Park","12-057-0083","AQS"
"07/24/2013","45","","Gardinier Park","12-057-0083","AQS"
"07/25/2013","46","","Gardinier Park","12-057-0083","AQS"
"07/26/2013","23","","Gardinier Park","12-057-0083","AQS"
"07/27/2013","22","","Gardinier Park","12-057-0083","AQS"
"07/28/2013","18","","Davis Island","12-057-1035","AQS"
"07/29/2013","21","","Davis Island","12-057-1035","AQS"
"07/30/2013","19","","Gardinier Park","12-057-0083","AQS"
"07/31/2013","21","","Gardinier Park","12-057-0083","AQS"
"08/01/2013","16","","Gardinier Park","12-057-0083","AQS"
"08/02/2013","16","","Gardinier Park","12-057-0083","AQS"
"08/03/2013","15","","Gardinier Park","12-057-0083","AQS"
"08/04/2013","14","","Gardinier Park","12-057-0083","AQS"
"08/05/2013","23","","Gardinier Park","12-057-0083","AQS"
"08/06/2013","19","","Gardinier Park","12-057-0083","AQS"
"08/07/2013","19","","Gardinier Park","12-057-0083","AQS"
"08/08/2013","15","","SYDNEY","12-057-3002","AQS"
"08/14/2013","20","","Woodlawn","12-103-0012","AQS"
"08/20/2013","14","","County Motorpool","12-103-3004","AQS"
"08/22/2013","16","","Gardinier Park","12-057-0083","AQS"
"08/23/2013","13","","Gardinier Park","12-057-0083","AQS"
"08/24/2013","12","","Gardinier Park","12-057-0083","AQS"
"08/25/2013","12","","Gardinier Park","12-057-0083","AQS"
"08/26/2013","15","","Gardinier Park","12-057-0083","AQS"
"08/27/2013","14","","Gardinier Park","12-057-0083","AQS"
"08/28/2013","14","","Gardinier Park","12-057-0083","AQS"
"08/29/2013","22","","Davis Island","12-057-1035","AQS"
"08/30/2013","20","","Gardinier Park","12-057-0083","AQS"
"08/31/2013","15","","Gardinier Park","12-057-0083","AQS"
"09/01/2013","11","","Davis Island","12-057-1035","AQS"
"09/02/2013","13","","Gardinier Park","12-057-0083","AQS"
"09/03/2013","18","","Gardinier Park","12-057-0083","AQS"
"09/04/2013","26","","Davis Island","12-057-1035","AQS"
"09/05/2013","17","","Davis Island","12-057-1035","AQS"
"09/06/2013","18","","Davis Island","12-057-1035","AQS"
"09/07/2013","16","","Davis Island","12-057-1035","AQS"
"09/08/2013","20","","Davis Island","12-057-1035","AQS"
"09/09/2013","20","","Davis Island","12-057-1035","AQS"
"09/10/2013","23","","Davis Island","12-057-1035","AQS"
"09/11/2013","21","","Davis Island","12-057-1035","AQS"
"09/12/2013","18","","Gardinier Park","12-057-0083","AQS"
"09/13/2013","22","","Gardinier Park","12-057-0083","AQS"
"09/14/2013","23","","Gardinier Park","12-057-0083","AQS"
"09/15/2013","21","","Gardinier Park","12-057-0083","AQS"
"09/16/2013","11","","Davis Island","12-057-1035","AQS"
"09/17/2013","13","","Davis Island","12-057-1035","AQS"
"09/18/2013","14","","Davis Island","12-057-1035","AQS"
"09/19/2013","16","","Davis Island","12-057-1035","AQS"
"09/20/2013","19","","Davis Island","12-057-1035","AQS"
"09/21/2013","15","","Davis Island","12-057-1035","AQS"
"09/22/2013","15","","Davis Island","12-057-1035","AQS"
"09/23/2013","13","","Davis Island","12-057-1035","AQS"
"09/24/2013","11","","Gardinier Park","12-057-0083","AQS"
"09/25/2013","15","","Gardinier Park","12-057-0083","AQS"
"09/26/2013","17","","Gardinier Park","12-057-0083","AQS"
"09/27/2013","16","","Gardinier Park","12-057-0083","AQS"
"09/28/2013","15","","Gardinier Park","12-057-0083","AQS"
"09/29/2013","15","","Gardinier Park","12-057-0083","AQS"
"09/30/2013","16","","Gardinier Park","12-057-0083","AQS"
"10/01/2013","14","","County Motorpool","12-103-3004","AQS"
"10/02/2013","15","","Gardinier Park","12-057-0083","AQS"
"10/03/2013","19","","Gardinier Park","12-057-0083","AQS"
"10/04/2013","15","","Gardinier Park","12-057-0083","AQS"
"10/05/2013","11","","Davis Island","12-057-1035","AQS"
"10/06/2013","12","","Gardinier Park","12-057-0083","AQS"
"10/07/2013","16","","Gardinier Park","12-057-0083","AQS"
"10/08/2013","16","","Gardinier Park","12-057-0083","AQS"
"10/09/2013","11","","Gardinier Park","12-057-0083","AQS"
"10/10/2013","19","","Davis Island","12-057-1035","AQS"
"10/11/2013","21","","Gardinier Park","12-057-0083","AQS"
"10/12/2013","21","","Gardinier Park","12-057-0083","AQS"
"10/13/2013","19","","Gardinier Park","12-057-0083","AQS"
"10/14/2013","18","","Gardinier Park","12-057-0083","AQS"
"10/15/2013","16","","Gardinier Park","12-057-0083","AQS"
"10/16/2013","24","","Gardinier Park","12-057-0083","AQS"
"10/17/2013","26","","Gardinier Park","12-057-0083","AQS"
"10/18/2013","21","","Gardinier Park","12-057-0083","AQS"
"10/19/2013","20","","Gardinier Park","12-057-0083","AQS"
"10/20/2013","18","","Gardinier Park","12-057-0083","AQS"
"10/21/2013","21","","Gardinier Park","12-057-0083","AQS"
"10/22/2013","25","","Gardinier Park","12-057-0083","AQS"
"10/23/2013","11","","Gardinier Park","12-057-0083","AQS"
"10/24/2013","19","","Davis Island","12-057-1035","AQS"
"10/25/2013","19","","Gardinier Park","12-057-0083","AQS"
"10/26/2013","19","","Gardinier Park","12-057-0083","AQS"
"10/27/2013","19","","Davis Island","12-057-1035","AQS"
"10/28/2013","26","","Davis Island","12-057-1035","AQS"
"10/29/2013","31","","Davis Island","12-057-1035","AQS"
"10/30/2013","31","","Davis Island","12-057-1035","AQS"
"10/31/2013","31","","County Motorpool","12-103-3004","AQS"
"11/01/2013","25","","Gardinier Park","12-057-0083","AQS"
"11/02/2013","11","","Gardinier Park","12-057-0083","AQS"
"11/03/2013","12","","Gardinier Park","12-057-0083","AQS"
"11/04/2013","19","","Davis Island","12-057-1035","AQS"
"11/05/2013","18","","Davis Island","12-057-1035","AQS"
"11/06/2013","26","","Davis Island","12-057-1035","AQS"
"11/07/2013","21","","Gardinier Park","12-057-0083","AQS"
"11/08/2013","18","","Davis Island","12-057-1035","AQS"
"11/09/2013","21","","Davis Island","12-057-1035","AQS"
"11/10/2013","18","","Davis Island","12-057-1035","AQS"
"11/11/2013","20","","Davis Island","12-057-1035","AQS"
"11/12/2013","24","","Gardinier Park","12-057-0083","AQS"
"11/13/2013","26","","Davis Island","12-057-1035","AQS"
"11/14/2013","22","","Davis Island","12-057-1035","AQS"
"11/15/2013","24","","Davis Island","12-057-1035","AQS"
"11/16/2013","13","","Davis Island","12-057-1035","AQS"
"11/17/2013","17","","Gardinier Park","12-057-0083","AQS"
"11/18/2013","23","","Gardinier Park","12-057-0083","AQS"
"11/19/2013","20","","Gardinier Park","12-057-0083","AQS"
"11/20/2013","24","","Davis Island","12-057-1035","AQS"
"11/21/2013","22","","Davis Island","12-057-1035","AQS"
"11/22/2013","26","","Davis Island","12-057-1035","AQS"
"11/23/2013","20","","Gardinier Park","12-057-0083","AQS"
"11/24/2013","20","","County Motorpool","12-103-3004","AQS"
"11/25/2013","26","","Davis Island","12-057-1035","AQS"
"11/26/2013","15","","Gardinier Park","12-057-0083","AQS"
"11/27/2013","8","","Gardinier Park","12-057-0083","AQS"
"11/28/2013","12","","Gardinier Park","12-057-0083","AQS"
"11/29/2013","12","","Gardinier Park","12-057-0083","AQS"
"11/30/2013","16","","Davis Island","12-057-1035","AQS"
"12/01/2013","13","","Gardinier Park","12-057-0083","AQS"
"12/02/2013","27","","Gardinier Park","12-057-0083","AQS"
"12/03/2013","18","","Gardinier Park","12-057-0083","AQS"
"12/04/2013","20","","Gardinier Park","12-057-0083","AQS"
"12/05/2013","20","","Davis Island","12-057-1035","AQS"
"12/06/2013","25","","Davis Island","12-057-1035","AQS"
"12/07/2013","24","","Gardinier Park","12-057-0083","AQS"
"12/08/2013","19","","Davis Island","12-057-1035","AQS"
"12/09/2013","24","","Gardinier Park","12-057-0083","AQS"
"12/10/2013","24","","Gardinier Park","12-057-0083","AQS"
"12/11/2013","21","","Gardinier Park","12-057-0083","AQS"
"12/12/2013","23","","Gardinier Park","12-057-0083","AQS"
"12/13/2013","23","","Gardinier Park","12-057-0083","AQS"
"12/14/2013","21","","Davis Island","12-057-1035","AQS"
"12/15/2013","10","","Gardinier Park","12-057-0083","AQS"
"12/16/2013","10","","Gardinier Park","12-057-0083","AQS"
"12/17/2013","17","","Gardinier Park","12-057-0083","AQS"
"12/18/2013","22","","SYDNEY","12-057-3002","AQS"
"12/19/2013","24","","Davis Island","12-057-1035","AQS"
"12/20/2013","24","","Davis Island","12-057-1035","AQS"
"12/21/2013","21","","Davis Island","12-057-1035","AQS"
"12/22/2013","19","","Davis Island","12-057-1035","AQS"
"12/23/2013","22","","Gardinier Park","12-057-0083","AQS"
"12/24/2013","11","","SYDNEY","12-057-3002","AQS"
"12/25/2013","15","","Gardinier Park","12-057-0083","AQS"
"12/26/2013","26","","Davis Island","12-057-1035","AQS"
"12/27/2013","29","","Davis Island","12-057-1035","AQS"
"12/28/2013","15","","Davis Island","12-057-1035","AQS"
"12/29/2013","9","","Davis Island","12-057-1035","AQS"
"12/30/2013","13","","Gardinier Park","12-057-0083","AQS"
"12/31/2013","16","","Gardinier Park","12-057-0083","AQS"
"01/01/2014","14","","Gardinier Park","12-057-0083","AQS"
"01/02/2014","13","","Gardinier Park","12-057-0083","AQS"
"01/03/2014","7","","Gardinier Park","12-057-0083","AQS"
"01/04/2014","24","","Gardinier Park","12-057-0083","AQS"
"01/05/2014","22","","Gardinier Park","12-057-0083","AQS"
"01/06/2014","10","","Gardinier Park","12-057-0083","AQS"
"01/07/2014","8","","Gardinier Park","12-057-0083","AQS"
"01/08/2014","20","","Gardinier Park","12-057-0083","AQS"
"01/09/2014","16","","Davis Island","12-057-1035","AQS"
"01/10/2014","17","","Davis Island","12-057-1035","AQS"
"01/11/2014","14","","Gardinier Park","12-057-0083","AQS"
"01/12/2014","19","","Davis Island","12-057-1035","AQS"
"01/13/2014","26","","Davis Island","12-057-1035","AQS"
"01/14/2014","12","","Gardinier Park","12-057-0083","AQS"
"01/15/2014","17","","Gardinier Park","12-057-0083","AQS"
"01/16/2014","10","","Gardinier Park","12-057-0083","AQS"
"01/17/2014","20","","Gardinier Park","12-057-0083","AQS"
"01/18/2014","19","","Gardinier Park","12-057-0083","AQS"
"01/19/2014","19","","Gardinier Park","12-057-0083","AQS"
"01/20/2014","27","","Gardinier Park","12-057-0083","AQS"
"01/21/2014","21","","Gardinier Park","12-057-0083","AQS"
"01/22/2014","16","","Gardinier Park","12-057-0083","AQS"
"01/23/2014","30","","Davis Island","12-057-1035","AQS"
"01/24/2014","20","","Davis Island","12-057-1035","AQS"
"01/25/2014","22","","Gardinier Park","12-057-0083","AQS"
"01/26/2014","20","","Davis Island","12-057-1035","AQS"
"01/27/2014","10","","Gardinier Park","12-057-0083","AQS"
"01/28/2014","19","","Gardinier Park","12-057-0083","AQS"
"01/29/2014","9","","SYDNEY","12-057-3002","AQS"
"01/30/2014","9","","Gardinier Park","12-057-0083","AQS"
"01/31/2014","14","","Davis Island","12-057-1035","AQS"
"02/01/2014","15","","Gardinier Park","12-057-0083","AQS"
"02/02/2014","20","","Gardinier Park","12-057-0083","AQS"
"02/03/2014","24","","Gardinier Park","12-057-0083","AQS"
"02/04/2014","19","","Gardinier Park","12-057-0083","AQS"
"02/05/2014","19","","Gardinier Park","12-057-0083","AQS"
"02/06/2014","21","","Gardinier Park","12-057-0083","AQS"
"02/07/2014","11","","Gardinier Park","12-057-0083","AQS"
"02/08/2014","12","","Gardinier Park","12-057-0083","AQS"
"02/09/2014","14","","Gardinier Park","12-057-0083","AQS"
"02/10/2014","22","","Gardinier Park","12-057-0083","AQS"
"02/11/2014","26","","Gardinier Park","12-057-0083","AQS"
"02/12/2014","16","","Gardinier Park","12-057-0083","AQS"
"02/13/2014","12","","Gardinier Park","12-057-0083","AQS"
"02/14/2014","19","","Gardinier Park","12-057-0083","AQS"
"02/15/2014","17","","Gardinier Park","12-057-0083","AQS"
"02/16/2014","20","","Gardinier Park","12-057-0083","AQS"
"02/17/2014","24","","Gardinier Park","12-057-0083","AQS"
"02/18/2014","29","","Gardinier Park","12-057-0083","AQS"
"02/19/2014","24","","Davis Island","12-057-1035","AQS"
"02/20/2014","28","","Davis Island","12-057-1035","AQS"
"02/21/2014","19","","Gardinier Park","12-057-0083","AQS"
"02/22/2014","12","","Davis Island","12-057-1035","AQS"
"02/23/2014","11","","Gardinier Park","12-057-0083","AQS"
"02/24/2014","16","","Gardinier Park","12-057-0083","AQS"
"02/25/2014","21","","Gardinier Park","12-057-0083","AQS"
"02/26/2014","15","","Davis Island","12-057-1035","AQS"
"02/27/2014","12","","Gardinier Park","12-057-0083","AQS"
"02/28/2014","17","","Gardinier Park","12-057-0083","AQS"
"03/01/2014","25","","Gardinier Park","12-057-0083","AQS"
"03/02/2014","21","","Gardinier Park","12-057-0083","AQS"
"03/03/2014","25","","Gardinier Park","12-057-0083","AQS"
"03/04/2014","20","","Gardinier Park","12-057-0083","AQS"
"03/05/2014","32","","Gardinier Park","12-057-0083","AQS"
"03/06/2014","19","","County Motorpool","12-103-3004","AQS"
"03/07/2014","7","","Gardinier Park","12-057-0083","AQS"
"03/08/2014","15","","Gardinier Park","12-057-0083","AQS"
"03/09/2014","20","","Gardinier Park","12-057-0083","AQS"
"03/10/2014","22","","Gardinier Park","12-057-0083","AQS"
"03/11/2014","27","","Gardinier Park","12-057-0083","AQS"
"03/12/2014","17","","Gardinier Park","12-057-0083","AQS"
"03/13/2014","16","","Gardinier Park","12-057-0083","AQS"
"03/14/2014","24","","Davis Island","12-057-1035","AQS"
"03/15/2014","25","","Gardinier Park","12-057-0083","AQS"
"03/16/2014","29","","Gardinier Park","12-057-0083","AQS"
"03/17/2014","19","","Gardinier Park","12-057-0083","AQS"
"03/18/2014","17","","Woodlawn","12-103-0012","AQS"
"03/19/2014","21","","Davis Island","12-057-1035","AQS"
"03/20/2014","19","","Davis Island","12-057-1035","AQS"
"03/21/2014","30","","Davis Island","12-057-1035","AQS"
"03/22/2014","25","","Gardinier Park","12-057-0083","AQS"
"03/23/2014","21","","Gardinier Park","12-057-0083","AQS"
"03/24/2014","14","","SYDNEY","12-057-3002","AQS"
"03/25/2014","15","","Gardinier Park","12-057-0083","AQS"
"03/26/2014","20","","Gardinier Park","12-057-0083","AQS"
"03/27/2014","23","","Davis Island","12-057-1035","AQS"
"03/28/2014","32","","Davis Island","12-057-1035","AQS"
"03/29/2014","15","","Gardinier Park","12-057-0083","AQS"
"03/30/2014","12","","Woodlawn","12-103-0012","AQS"
"03/31/2014","19","","Davis Island","12-057-1035","AQS"
"04/01/2014","29","","Davis Island","12-057-1035","AQS"
"04/02/2014","24","","Davis Island","12-057-1035","AQS"
"04/03/2014","31","","Gardinier Park","12-057-0083","AQS"
"04/04/2014","31","","Gardinier Park","12-057-0083","AQS"
"04/05/2014","24","","Gardinier Park","12-057-0083","AQS"
"04/06/2014","26","","Gardinier Park","12-057-0083","AQS"
"04/07/2014","31","","Davis Island","12-057-1035","AQS"
"04/08/2014","17","","Davis Island","12-057-1035","AQS"
"04/09/2014","16","","Gardinier Park","12-057-0083","AQS"
"04/10/2014","22","","Davis Island","12-057-1035","AQS"
"04/11/2014","29","","Davis Island","12-057-1035","AQS"
"04/12/2014","26","","Davis Island","12-057-1035","AQS"
"04/13/2014","25","","Davis Island","12-057-1035","AQS"
"04/14/2014","31","","Gardinier Park","12-057-0083","AQS"
"04/15/2014","20","","Gardinier Park","12-057-0083","AQS"
"04/16/2014","15","","Davis Island","12-057-1035","AQS"
"04/17/2014","24","","County Motorpool","12-103-3004","AQS"
"04/18/2014","12","","Davis Island","12-057-1035","AQS"
"04/19/2014","7","","Gardinier Park","12-057-0083","AQS"
"04/20/2014","6","","Gardinier Park","12-057-0083","AQS"
"04/21/2014","12","","Gardinier Park","12-057-0083","AQS"
